time , distance 
0.04345226287841797 , 24
0.08084869384765625 , 24
0.12740492820739746 , 24
0.16247987747192383 , 24
0.18955254554748535 , 24
0.2145397663116455 , 24
0.24328279495239258 , 24
0.2692904472351074 , 23
0.30055665969848633 , 24
0.3279099464416504 , 24
0.3546266555786133 , 27
0.38052868843078613 , 27
0.4074981212615967 , 29
0.4373362064361572 , 29
0.46332311630249023 , 28
0.49147915840148926 , 28
0.5163357257843018 , 24
0.5423402786254883 , 24
0.5678915977478027 , 24
0.593428373336792 , 24
0.6194665431976318 , 30
0.646336555480957 , 30
0.672858715057373 , 27
0.697868824005127 , 27
0.722832202911377 , 24
0.7478940486907959 , 24
0.773369312286377 , 32
0.7979464530944824 , 32
0.8287122249603271 , 30
0.8566956520080566 , 30
0.8842260837554932 , 24
0.9101295471191406 , 24
0.9362409114837646 , 31
0.9619226455688477 , 31
0.9878640174865723 , 32
1.0135419368743896 , 32
1.0403740406036377 , 29
1.0647423267364502 , 29
1.0926051139831543 , 36
1.117908000946045 , 33
1.1460001468658447 , 33
1.1717288494110107 , 31
1.1974472999572754 , 31
1.2307517528533936 , 38
1.2627089023590088 , 38
1.2872772216796875 , 40
1.3215861320495605 , 40
1.351639986038208 , 41
1.379575490951538 , 43
1.4062752723693848 , 43
1.4317007064819336 , 45
1.4576857089996338 , 45
1.4856572151184082 , 46
1.5115275382995605 , 46
1.5363306999206543 , 49
1.5622913837432861 , 49
1.5937767028808594 , 52
1.630927562713623 , 54
1.6603100299835205 , 54
1.6895084381103516 , 56
1.7145559787750244 , 56
1.7401094436645508 , 58
1.764719009399414 , 58
1.7901597023010254 , 59
1.814640998840332 , 59
1.840073585510254 , 59
1.8646442890167236 , 59
1.8903470039367676 , 59
1.9149572849273682 , 59
1.9419410228729248 , 60
1.9675407409667969 , 60
1.9927558898925781 , 60
2.017829656600952 , 60
2.0492732524871826 , 62
2.0738930702209473 , 62
2.0993170738220215 , 62
2.1239452362060547 , 62
2.149503469467163 , 63
2.1747143268585205 , 63
2.2002594470977783 , 62
2.2247698307037354 , 62
2.250814437866211 , 63
2.2749242782592773 , 63
2.3004846572875977 , 63
2.327242136001587 , 63
2.352884292602539 , 63
2.3800389766693115 , 63
2.4042809009552 , 63
2.4377524852752686 , 63
2.4646401405334473 , 62
2.4905917644500732 , 62
2.5166544914245605 , 62
2.542160749435425 , 62
2.5700321197509766 , 61
2.594230890274048 , 61
2.621488571166992 , 59
2.6515746116638184 , 59
2.6808080673217773 , 57
2.704925775527954 , 57
2.7306947708129883 , 55
2.7555694580078125 , 55
2.7815871238708496 , 52
2.8095133304595947 , 50
2.8422324657440186 , 50
2.873291492462158 , 48
2.900040864944458 , 48
2.9261438846588135 , 45
2.9521729946136475 , 45
2.9816629886627197 , 43
3.0092453956604004 , 43
3.0347166061401367 , 41
3.060478448867798 , 41
3.086024761199951 , 39
3.11090350151062 , 39
3.1374123096466064 , 38
3.1624672412872314 , 38
3.187938928604126 , 36
3.2129456996917725 , 36
3.246033191680908 , 34
3.2749686241149902 , 33
3.3073763847351074 , 33
3.336204767227173 , 32
3.36167573928833 , 32
3.387711763381958 , 31
3.41695237159729 , 31
3.443272590637207 , 30
3.469223976135254 , 30
3.4953625202178955 , 29
3.520684242248535 , 29
3.545652389526367 , 29
3.570603132247925 , 29
3.5961997509002686 , 28
3.621678352355957 , 28
3.650108814239502 , 28
3.677408218383789 , 28
3.7025420665740967 , 27
3.7295804023742676 , 27
3.75488018989563 , 27
3.780954360961914 , 27
3.8056607246398926 , 27
3.8307251930236816 , 27
3.855964183807373 , 26
3.8828444480895996 , 26
3.907499313354492 , 26
3.932913064956665 , 26
3.9634411334991455 , 26
3.988460063934326 , 26
4.013490438461304 , 26
4.046289682388306 , 26
4.0719451904296875 , 26
4.097475290298462 , 25
4.1235575675964355 , 25
4.150805234909058 , 25
4.1753928661346436 , 25
4.200900077819824 , 25
4.230194091796875 , 25
4.256211280822754 , 25
4.286184787750244 , 25
4.322899103164673 , 24
4.356586933135986 , 24
4.389338731765747 , 24
4.4245593547821045 , 24
4.461904525756836 , 23
4.491651296615601 , 23
4.5222742557525635 , 24
4.551419019699097 , 24
4.575639963150024 , 24
4.60251522064209 , 24
4.632235050201416 , 24
4.657386302947998 , 24
4.684707164764404 , 24
4.712589740753174 , 23
4.737262487411499 , 23
4.763898611068726 , 23
4.789225816726685 , 23
4.814224004745483 , 24
4.850787878036499 , 24
4.8779072761535645 , 24
4.903607130050659 , 24
4.92946720123291 , 24
4.95627236366272 , 24
4.981661319732666 , 25
5.007278680801392 , 25
5.032493352890015 , 25
5.057929515838623 , 25
5.083921909332275 , 25
5.113493919372559 , 25
5.140435457229614 , 26
5.167482852935791 , 26
5.192739009857178 , 26
5.219482183456421 , 26
5.2549519538879395 , 26
5.292602062225342 , 26
5.322904109954834 , 26
5.350736141204834 , 26
5.382411956787109 , 27
5.413727045059204 , 27
5.440735578536987 , 26
5.467447519302368 , 26
5.492900609970093 , 26
5.5178773403167725 , 26
5.543227434158325 , 26
5.569242477416992 , 26
5.5960400104522705 , 26
5.624749660491943 , 26
5.652629137039185 , 25
5.677507638931274 , 25
5.702723979949951 , 25
5.728852272033691 , 25
5.754534006118774 , 25
5.779958486557007 , 25
5.8041160106658936 , 24
5.83075475692749 , 24
5.855985164642334 , 24
5.882522821426392 , 24
5.90722131729126 , 24
5.934074640274048 , 24
5.959334373474121 , 24
5.986159801483154 , 24
6.011608362197876 , 24
6.048690319061279 , 24
6.077390670776367 , 24
6.104791164398193 , 24
6.133286476135254 , 24
6.157898902893066 , 25
6.186124324798584 , 25
6.210874080657959 , 25
6.250072956085205 , 25
6.279187440872192 , 25
6.303807973861694 , 26
6.331313848495483 , 26
6.356813192367554 , 27
6.383519649505615 , 27
6.409491777420044 , 28
6.444746255874634 , 28
6.4735636711120605 , 28
6.500180244445801 , 29
6.530154466629028 , 29
6.555650949478149 , 30
6.582265853881836 , 30
6.606799840927124 , 30
6.639377593994141 , 30
6.6647868156433105 , 31
6.69260048866272 , 31
6.717674255371094 , 32
6.743488311767578 , 32
6.770126581192017 , 33
6.794855356216431 , 33
6.823504447937012 , 34
6.857388257980347 , 35
6.885652542114258 , 35
6.911962032318115 , 36
6.938370704650879 , 36
6.963381052017212 , 37
6.99186110496521 , 37
7.016541242599487 , 39
7.042519807815552 , 39
7.068445682525635 , 41
7.093959331512451 , 41
7.122375726699829 , 41
7.148927927017212 , 41
7.1745445728302 , 42
7.200481414794922 , 42
7.226297378540039 , 43
7.260261297225952 , 43
7.2857749462127686 , 44
7.316137075424194 , 44
7.343523740768433 , 45
7.369515419006348 , 45
7.39574408531189 , 46
7.420881032943726 , 46
7.451301097869873 , 46
7.483423948287964 , 47
7.509509801864624 , 47
7.534265995025635 , 47
7.560201168060303 , 47
7.5846827030181885 , 47
7.610851049423218 , 47
7.63613486289978 , 47
7.669533967971802 , 47
7.6979660987854 , 48
7.726227283477783 , 48
7.75276517868042 , 48
7.780488014221191 , 48
7.8100645542144775 , 48
7.834655523300171 , 47
7.862406015396118 , 47
7.887503385543823 , 46
7.921293497085571 , 46
7.950416803359985 , 46
7.974903345108032 , 46
8.000058650970459 , 45
8.02453088760376 , 45
8.060702323913574 , 44
8.084902048110962 , 44
8.111871719360352 , 43
8.140023231506348 , 42
8.166051626205444 , 42
8.191328287124634 , 40
8.217960834503174 , 40
8.24359393119812 , 37
8.271586894989014 , 37
8.29933476448059 , 36
8.327295541763306 , 36
8.353521585464478 , 24
8.379543542861938 , 24
8.404716730117798 , 14
8.430107355117798 , 14
8.46561598777771 , 9
8.492334842681885 , 9
8.517559289932251 , 5
8.544511795043945 , 5
8.570483922958374 , 3
8.594957113265991 , 3
8.621535301208496 , 1
8.647961854934692 , 1
8.673629999160767 , 0
8.70061182975769 , 0
8.72603440284729 , 0
8.752193212509155 , 0
8.777520179748535 , 0
8.802725791931152 , 0
8.828446388244629 , 0
8.860588788986206 , 0
8.885685682296753 , 0
8.911301374435425 , 0
8.936197280883789 , 0
8.960836172103882 , 0
8.986839056015015 , 0
9.012181758880615 , 0
9.038480520248413 , 0
9.062875747680664 , 0
9.090391635894775 , 0
9.114951372146606 , 0
9.14211392402649 , 0
9.16741132736206 , 0
9.192883491516113 , 0
9.220178604125977 , 0
9.250221490859985 , 0
9.29157042503357 , 0
9.32271933555603 , 0
9.361592531204224 , 0
9.395640850067139 , 0
9.427697896957397 , 0
9.453883409500122 , 0
9.483498573303223 , 0
9.511725664138794 , 0
9.541266918182373 , 0
9.570806741714478 , 0
9.594943523406982 , 0
9.620793342590332 , 0
9.654638051986694 , 0
9.68176007270813 , 0
9.709530353546143 , 0
9.74451756477356 , 0
9.773761987686157 , 0
9.804659605026245 , 0
9.832180500030518 , 0
9.856678485870361 , 0
9.882950067520142 , 0
9.907563209533691 , 0
9.933883905410767 , 0
9.959416627883911 , 0
9.984675645828247 , 0
10.009506225585938 , 0
10.037246704101562 , 0
10.064690351486206 , 0
10.09084939956665 , 0
10.116145849227905 , 0
10.142551898956299 , 0
