time , distance 
0.033852577209472656 , 15
0.08068680763244629 , 15
0.13242864608764648 , 15
0.16779780387878418 , 15
0.19634366035461426 , 15
0.23997020721435547 , 15
0.26462793350219727 , 15
0.29086995124816895 , 15
0.32004618644714355 , 14
0.3446218967437744 , 14
0.37074851989746094 , 14
0.399794340133667 , 14
0.4250614643096924 , 14
0.44985222816467285 , 14
0.47768306732177734 , 14
0.5082182884216309 , 14
0.5370802879333496 , 14
0.5625081062316895 , 14
0.5899243354797363 , 14
0.6139726638793945 , 14
0.6410250663757324 , 14
0.6656911373138428 , 14
0.6920275688171387 , 14
0.7166430950164795 , 14
0.7431032657623291 , 14
0.7678461074829102 , 14
0.7963676452636719 , 15
0.8237199783325195 , 15
0.8487303256988525 , 15
0.8762884140014648 , 15
0.9011831283569336 , 15
0.9322307109832764 , 15
0.9581592082977295 , 15
0.9838643074035645 , 15
1.0098862648010254 , 15
1.0347192287445068 , 15
1.0623009204864502 , 15
1.0904552936553955 , 16
1.1146399974822998 , 16
1.1422936916351318 , 16
1.166675090789795 , 16
1.1937806606292725 , 16
1.2182674407958984 , 16
1.244178056716919 , 16
1.2696359157562256 , 16
1.2951633930206299 , 17
1.3207528591156006 , 17
1.3463482856750488 , 17
1.3758900165557861 , 17
1.402029275894165 , 18
1.4266493320465088 , 18
1.4556443691253662 , 18
1.4821078777313232 , 18
1.5067784786224365 , 18
1.5320429801940918 , 18
1.562262773513794 , 19
1.5897929668426514 , 19
1.6144695281982422 , 19
1.6399035453796387 , 19
1.6641855239868164 , 19
1.6903631687164307 , 19
1.7233541011810303 , 20
1.7557814121246338 , 20
1.783289909362793 , 20
1.8098883628845215 , 21
1.8347187042236328 , 21
1.860846996307373 , 21
1.8862779140472412 , 21
1.9123845100402832 , 21
1.9367234706878662 , 21
1.9632258415222168 , 22
1.9880726337432861 , 22
2.0142996311187744 , 22
2.040529251098633 , 22
2.06665301322937 , 22
2.0920233726501465 , 22
2.125638961791992 , 23
2.1507840156555176 , 23
2.177009344100952 , 23
2.2038934230804443 , 23
2.2332675457000732 , 23
2.2598438262939453 , 24
2.2851815223693848 , 24
2.3112218379974365 , 24
2.3353018760681152 , 24
2.3612477779388428 , 24
2.386411666870117 , 24
2.415010690689087 , 24
2.4404397010803223 , 24
2.466038465499878 , 25
2.4932990074157715 , 25
2.526031970977783 , 25
2.5532643795013428 , 25
2.5788345336914062 , 25
2.6076581478118896 , 25
2.633132219314575 , 25
2.6580045223236084 , 25
2.6838653087615967 , 25
2.709622383117676 , 25
2.7378785610198975 , 25
2.763103723526001 , 25
2.7876715660095215 , 25
2.8129169940948486 , 25
2.841948986053467 , 24
2.8662803173065186 , 24
2.8921871185302734 , 24
2.9243483543395996 , 23
2.953815460205078 , 23
2.9804558753967285 , 23
3.004676342010498 , 23
3.03080415725708 , 23
3.0553295612335205 , 23
3.0829129219055176 , 22
3.107354164123535 , 22
3.1365981101989746 , 22
3.162257671356201 , 22
3.1892971992492676 , 23
3.2138795852661133 , 23
3.2423250675201416 , 21
3.271202802658081 , 21
3.2993359565734863 , 21
3.328195333480835 , 21
3.356740951538086 , 21
3.3833131790161133 , 21
3.407883882522583 , 20
3.433924913406372 , 20
3.459951639175415 , 19
3.4860875606536865 , 19
3.5113351345062256 , 19
3.5365333557128906 , 19
3.562661647796631 , 19
3.5882012844085693 , 19
3.6131858825683594 , 18
3.639725923538208 , 18
3.663884162902832 , 18
3.6899209022521973 , 18
3.719839572906494 , 17
3.747793674468994 , 17
3.775120735168457 , 17
3.8007445335388184 , 17
3.827061653137207 , 17
3.8525550365448 , 16
3.8772644996643066 , 16
3.9051976203918457 , 16
3.9339704513549805 , 16
3.9603445529937744 , 15
3.9877002239227295 , 15
4.013768196105957 , 15
4.0393452644348145 , 15
4.065726280212402 , 15
4.090981721878052 , 15
4.126659154891968 , 14
4.15374755859375 , 14
4.179334878921509 , 14
4.204702377319336 , 14
4.236441373825073 , 14
4.2696778774261475 , 13
4.303821325302124 , 13
4.339742660522461 , 13
4.370495319366455 , 13
4.406327247619629 , 13
4.434238433837891 , 12
4.464040517807007 , 12
4.493885278701782 , 12
4.524658679962158 , 12
4.550419807434082 , 12
4.577016353607178 , 12
4.602069616317749 , 12
4.627805471420288 , 12
4.653100252151489 , 12
4.682337760925293 , 11
4.711053371429443 , 11
4.738131523132324 , 11
4.7632739543914795 , 11
4.790636777877808 , 11
4.814993619918823 , 11
4.841225862503052 , 11
4.865321397781372 , 11
4.892257928848267 , 11
4.921314477920532 , 11
4.951355218887329 , 11
4.976367712020874 , 11
5.005342721939087 , 11
5.030774116516113 , 11
5.056718587875366 , 11
5.083745718002319 , 11
5.108310222625732 , 11
5.133315086364746 , 11
5.160985708236694 , 11
5.185976505279541 , 11
5.213215112686157 , 11
5.245166778564453 , 12
5.270986080169678 , 12
5.295324802398682 , 12
5.328329563140869 , 12
5.357712984085083 , 12
5.383302450180054 , 12
5.409882068634033 , 13
5.4360339641571045 , 13
5.463210344314575 , 13
5.48783540725708 , 13
5.5182390213012695 , 13
5.545632839202881 , 13
5.5767951011657715 , 13
5.603260278701782 , 14
5.627887487411499 , 14
5.653088092803955 , 14
5.679894208908081 , 14
5.705185413360596 , 14
5.745076894760132 , 15
5.769899845123291 , 15
5.794676303863525 , 15
5.819895029067993 , 15
5.844517707824707 , 15
5.869778394699097 , 15
5.895209550857544 , 15
5.921006441116333 , 16
5.946592569351196 , 16
5.972032785415649 , 16
5.997661828994751 , 16
6.022665739059448 , 16
6.0479490756988525 , 16
6.074811935424805 , 17
6.100788593292236 , 17
6.1351635456085205 , 17
6.165051221847534 , 18
6.189879417419434 , 18
6.21735405921936 , 18
6.242638111114502 , 18
6.2695698738098145 , 18
6.293872117996216 , 18
6.3208043575286865 , 18
6.347094297409058 , 18
6.3741466999053955 , 19
6.399783134460449 , 19
6.427880525588989 , 19
6.45327091217041 , 19
6.4798972606658936 , 19
6.5072102546691895 , 19
6.5353007316589355 , 20
6.560765504837036 , 20
6.589587926864624 , 20
6.613886833190918 , 20
6.639794111251831 , 20
6.664259433746338 , 20
6.6897056102752686 , 20
6.713968753814697 , 20
6.7406699657440186 , 21
6.765045642852783 , 21
6.800043106079102 , 21
6.826249361038208 , 21
6.855131387710571 , 21
6.882488965988159 , 21
6.906711101531982 , 21
6.942068338394165 , 21
6.970317125320435 , 21
6.994495630264282 , 21
7.0211501121521 , 21
7.04534125328064 , 20
7.0712690353393555 , 20
7.096033811569214 , 20
7.124595642089844 , 20
7.150850296020508 , 20
7.177114009857178 , 19
7.206716299057007 , 19
7.245025873184204 , 19
7.2698915004730225 , 19
7.297088861465454 , 18
7.326024293899536 , 18
7.358020544052124 , 18
7.384247064590454 , 17
